Paper Title,Header Number,Header Title,Text
Annotator Consensus Prediction for Medical Image Segmentation with Diffusion Models,1,Introduction,"Medical image segmentation is a challenging task that requires accurate delineation of structures and regions of interest in complex and noisy images. Multiple expert annotators are often employed to address this challenge, to provide binary segmentation annotations for the same image. However, due to differences in experience, expertise, and subjective judgments, annotations can vary significantly, leading to inter-and intra-observer variability. In addition, manual annotation is a time-consuming and costly process, which limits the scalability and applicability of segmentation methods. To overcome these limitations, automated methods for multi-annotator prediction have been proposed, which aim to fuse the annotations from multiple annotators and generate an accurate and consistent segmentation result. Existing approaches for multi-annotator prediction include majority voting  In recent years, diffusion models have emerged as a promising approach for image segmentation, for example by using learned semantic features  In this work, we propose a novel method for multi-annotator prediction, using diffusion models for medical segmentation. The goal is to fuse multiple annotations of the same image from different annotators and obtain a more accurate and reliable segmentation result. In practice, we leverage the diffusionbased approach to create one map for each level of consensus. To obtain the final prediction, we average the obtained maps and obtain one soft map. We evaluate the performance of the proposed method on a dataset of medical images annotated by multiple annotators. Our results demonstrate the effectiveness and robustness of the proposed method in handling inter-and intra-observer variability and achieving higher segmentation accuracy than the state-of-the-art methods. The proposed method could improve the efficiency and quality of medical image segmentation and facilitate the clinical decision-making process."
Annotator Consensus Prediction for Medical Image Segmentation with Diffusion Models,2,Related Work,"Multi-annotator Strategies. Research attention has recently been directed towards the issues of multi-annotator labels  Diffusion Probabilistic Models (DPM).  Conditional Diffusion Probabilistic Models. In our work, we use diffusion models to solve the image segmentation problem as conditional generation, given the image. Conditional generation with diffusion models includes methods for class-conditioned generation, which is obtained by adding a class embedding to the timestep embedding  A previous study directly applied a diffusion model to generate a segmentation mask based on a conditioned input image "
Annotator Consensus Prediction for Medical Image Segmentation with Diffusion Models,3,Method,"Our approach for binary segmentation with multi-annotators employs a diffusion model that is conditioned on the input image I ∈ R W ×H , the step estimation t, and the consensus index c. The diffusion model updates its current estimate x t iteratively, using the step estimation function θ . See Fig.  Given a set of C annotations {A i k } C i=1 associated with input sample I k , we define the ground truth consensus map at level c to be During training, our algorithm iteratively samples a random level of the consensus c ∼ U [1, 2, ..., C] and an input-output pair (I k , M c k ). The iteration number 1 ≤ t ≤ T is sampled from a uniform distribution and X T is sampled from a normal distribution. We then compute x t from X T , M c k and t according to: where ᾱ is a constant that defines the schedule of added noise. The current step index t, and the consensus index c are integers that are translated to z t ∈ R d and z c ∈ R d , respectively with a pair of lookup tables. The embeddings are passed to the different networks F , D and E. In the next step, our algorithm encodes the input signal x t with network F and encodes the condition image I k with network G. We compute the conditioned signal u t = F (x t , z c , z t ) + G(I k ), and apply it to the networks E and D, where the output is the estimation of x t-1 . The loss function being minimized is: The training procedure is depicted in Algorithm 1. The total number of diffusion steps T is set by the user, and C is the number of different annotators in the dataset. Our model is trained using binary consensus maps (M c k ) as the ground truth, where k is the sample id, and c is the consensus index. The inference process is described in Algorithm 2. We sample our model for each consensus index, and then calculate the mean of all results to obtain our target, which is a soft-label map representing the annotator agreement. Mathematically, if the consensus maps are perfect, this is equivalent to assigning each image location with the fraction of annotations that consider this location to be part of the mask (if c annotators mark a pixel, it would appear in levels 1..c). In Sect. 4, we compare our method with other variants and show that estimating the fraction map directly, using an identical diffusion model, is far inferior to estimating each consensus level separately and then averaging."
Annotator Consensus Prediction for Medical Image Segmentation with Diffusion Models,,Employing Multiple Generations. Since calculating x t-1 during inference includes the addition of 1 [t>1],"β 1 is significant variability between different runs of the inference method on the same inputs, see Fig.  In order to exploit this phenomenon, we run the inference algorithm multiple times, then average the results. This way, we stabilize the results of segmentation and improve performance, as demonstrated in Fig.  Architecture. In this architecture, the U-Net's decoder D is conventional and its encoder is broken down into three networks: E, F , and G. The last encodes the input image, while F encodes the segmentation map of the current step x t . The two processed inputs have the same spatial dimensionality and number of channels. Based on the success of residual connections  The input image encoder G is built from Residual in Residual Dense Blocks  The encoder-decoder part of θ , i.e., D and E, is based on U-Net, similarly to  The residual block is composed of two convolutional blocks, where each convolutional block contains group-norm, SiLU activation, and a 2D-convolutional layer. The residual block receives the time embedding through a linear layer, SiLU activation, and another linear layer. The result is then added to the output of the first 2D-convolutional block. Additionally, the residual block has a residual connection that passes all its content. On the encoder side (network E), there is a downsample block after the residual blocks of the same depth, which is a 2D-convolutional layer with a stride of two. On the decoder side (network D), there is an upsample block after the residual blocks of the same depth, which is composed of the nearest interpolation that doubles the spatial size, followed by a 2D-convolutional layer. Each layer in the encoder has a skip connection to the decoder side."
Annotator Consensus Prediction for Medical Image Segmentation with Diffusion Models,4,Experiments,"We conducted a series of experiments to evaluate the performance of our proposed method for multi-annotator prediction. Our experiments were carried out on datasets of the QUBIQ benchmark The AdamW  Following  Results. We compare our method with FCN  We also compare with models that we train ourselves, using public code AMIS  Ablation Study. We evaluate alternative training variants as an ablation study in Table  Next, we study the effect of the number of generated images on performance. The results can be seen in Fig. "
Annotator Consensus Prediction for Medical Image Segmentation with Diffusion Models,5,Discussion,"In order to investigate the relationship between the annotator agreement and the performance of our model, we conducted an analysis by calculating the average Dice score between each pair of annotators across the entire dataset. The results of this pairwise Dice analysis can be found in Table "
Annotator Consensus Prediction for Medical Image Segmentation with Diffusion Models,6,Conclusions,"Shifting the level of consensus required to mark a region from very high to as low as one annotator, can be seen as creating a dynamic shift from a very conservative segmentation mask to a very liberal one. As it turns out, this dynamic is wellcaptured by diffusion models, which can be readily conditioned on the level of consensus. Another interesting observation that we make is that the mean (over the consensus level) of the obtained consensus masks is an effective soft mask. Applying these two elements together, we obtain state-of-the-art results on multiple binary segmentation tasks."
Annotator Consensus Prediction for Medical Image Segmentation with Diffusion Models,,Fig. 1 .,
Annotator Consensus Prediction for Medical Image Segmentation with Diffusion Models,,Fig. 2 .,
Annotator Consensus Prediction for Medical Image Segmentation with Diffusion Models,,Fig. 3 .,
Annotator Consensus Prediction for Medical Image Segmentation with Diffusion Models,,Fig. 4 .,
Annotator Consensus Prediction for Medical Image Segmentation with Diffusion Models,,Table 1 .,
Annotator Consensus Prediction for Medical Image Segmentation with Diffusion Models,,Table 2 .,
Annotator Consensus Prediction for Medical Image Segmentation with Diffusion Models,,Table 3 .,
Anti-adversarial Consistency Regularization for Data Augmentation: Applications to Robust Medical Image Segmentation,1,Introduction,"Semantic segmentation aims to segment objects in an image by classifying each pixel into an object class. Training a deep neural network (DNN) for such a task is known to be data-hungry, as labeling dense pixel-level annotations requires laborious and expensive human efforts in practice  To alleviate the sample size and overfitting issues, diverse data augmentations have been recently developed. For example, CutMix  Although these augmentation approaches have been successful for natural images, their usage for medical image semantic segmentation is quite restricted as objects in medical images contain non-rigid morphological characteristics that should be sensitively preserved. For example, basalioma (e.g., pigmented basal cell carcinoma) may look similar to malignant melanoma or mole in terms of color and texture  In these regards, we tackle these issues with a novel augmentation method without distorting the semantics of objects in image space. This can be achieved by slightly but effectively perturbing target objects with adversarial noises at the object level. We first augment hard samples with adversarial attacks  We summarize our main contributions as follows: 1) We propose a novel online data augmentation method for semantic segmentation by imposing objectspecific consistency regularization between anti-adversarial and adversarial data."
Anti-adversarial Consistency Regularization for Data Augmentation: Applications to Robust Medical Image Segmentation,,2),"Our method provides a flexible regularization between differently perturbed data such that a vulnerable network is effectively trained on challenging samples considering their ambiguities. 3) Our method preserves underlying morphological characteristics of medical images by augmenting data with quasiimperceptible perturbation. As a result, our method significantly improves sensitivity and Dice scores over existing augmentation methods on Kvasir-Seg "
Anti-adversarial Consistency Regularization for Data Augmentation: Applications to Robust Medical Image Segmentation,2,Preliminary: Adversarial Attack and Anti-adversary,"Adversarial attack is an input perturbation method that adds quasiimperceptible noises into images to deceive a DNN. Given an image x, let μ be a noise bounded by l ∞ -norm. While the difference between x and the perturbed sample x = x + μ is hardly noticeable to human perception, a network f θ (•) can be easily fooled (i.e., f θ (x) = f θ (x + μ)) as the μ pushes x across the decision boundary. To fool a DNN, Fast Gradient Sign Method (FGSM)  Recently, anti-adversarial methods were proposed for the benign purpose to defend against such attacks. The work in "
Anti-adversarial Consistency Regularization for Data Augmentation: Applications to Robust Medical Image Segmentation,3,Method,"Let {X i } N i=1 be an image set with N samples each paired with corresponding ground truth pixel-level annotations Y i . Our proposed method aims to 1) generate realistic images with adversarial attacks and 2) train a segmentation model f θ (X i ) = Y i for robust semantic segmentation with anti-adversarial consistency regularization (AAC). Figure  Data Augmentation with Object-Targeted Adversarial Attack. In many medical applications, false negatives (i.e., failing to diagnose a critical disease) are much more fatal than false positives. To deal with these false negatives, we mainly focus on training a network to learn diverse features at target ROIs (e.g., polyps) where disease-specific variations exist. To do so, we first exclude the background and perturb only the objects in the given image. Given o as the target object class and (p, q) as a pixel coordinate, a masked object is defined as Xi = {(p, q)|X i (p,q) = o}. As in PGD  where ), Y i ) is a quasi-imperceptible adversarial noise that fools f θ (•) and is a perturbation magnitude that limits the noise (i.e., |μ (p,q) | ≤ , s.t. (p, q) ∈ Xi ). Similarly, iterative anti-adversarial perturbation is defined as In contrast to the adversarial attack in Eq. 1, the anti-adversarial noise ), Y i ) manipulates samples to increase the classification score. Note that, generating noises and images are online and training-free as the loss derivatives are calculated with freezed network parameters. The adversaries X - i,1 , ..., X - i,K are used as additional training samples so that the network includes the non-discriminative yet object-relevant features for the prediction. On the other hand, as the anti-adversaries are sufficiently discriminative, we do not use them as training samples. Instead, only the K-th anti-adversary X + i,K (i.e., the most perturbed sample with the lowest loss) is used for downstream consistency regularization to provide informative guidance to the adversaries. Computing Adaptive Consistency Toward Anti-adversary. Let X i be either X i or X - i,k . As shown in Fig.  where l(•) is Dice loss  Training a Segmentation Network. Let Ŷ + i,K be a segmentation outcome, i.e., one-hot encoded pseudo-label from the network output P + i,K of anti-adversary X + i,K . Given X i and {X - i,k } K k=1 as training data, the supervised segmentation loss L sup and the consistency regularization R con are defined as Using the pseudo-label from anti-adversary as a perturbation of the ground truth, the network is supervised by diverse and realistic labels that contain auxiliary information that the originally given labels do not provide. With a hyperparameter α, the whole training loss L = L sup +αR con is minimized via backpropagation to optimize the network parameters for semantic segmentation."
Anti-adversarial Consistency Regularization for Data Augmentation: Applications to Robust Medical Image Segmentation,4,Experiments,
Anti-adversarial Consistency Regularization for Data Augmentation: Applications to Robust Medical Image Segmentation,4.1,Experimental Setup,Dataset. We conducted experiments on two representative public polyp segmentation datasets: Kvasir-SEG  Implementation. We implemented our method on Pytorch framework with 4 NVIDIA RTX A6000 GPUs. Adam optimizer with learning rates of 4e-3/1e-4 (Kavsir-SEG/ETIS) were used for 200 epochs with a batch size of 16. We set the number of perturbation steps K as 10 and the magnitude of perturbation as 0.001. The weight α for R con was set to 0.01.
Anti-adversarial Consistency Regularization for Data Augmentation: Applications to Robust Medical Image Segmentation,,Baselines.,"Along with conventional augmentation methods (i.e., random horizontal and vertical flipping denoted as 'Basic' in Table "
Anti-adversarial Consistency Regularization for Data Augmentation: Applications to Robust Medical Image Segmentation,,Evaluation.,"To verify the effectiveness of our method, evaluations are conducted using various popular backbone architectures such as U-Net "
Anti-adversarial Consistency Regularization for Data Augmentation: Applications to Robust Medical Image Segmentation,4.2,Comparison with Existing Methods,As shown in Table 
Anti-adversarial Consistency Regularization for Data Augmentation: Applications to Robust Medical Image Segmentation,4.3,Analysis on Anti-adversaries and Adversaries,In Fig. 
Anti-adversarial Consistency Regularization for Data Augmentation: Applications to Robust Medical Image Segmentation,5,Conclusion,"We present a novel data augmentation method for semantic segmentation using a flexible anti-adversarial consistency regularization. In particular, our method is tailored for medical images that contain small and underrepresented key objects such as a polyp and tumor. With object-level perturbations, our method effectively expands discriminative regions on challenging samples while preserving the morphological characteristics of key objects. Extensive experiments with various backbones and datasets confirm the effectiveness of our method."
Anti-adversarial Consistency Regularization for Data Augmentation: Applications to Robust Medical Image Segmentation,,Fig. 1 .,
Anti-adversarial Consistency Regularization for Data Augmentation: Applications to Robust Medical Image Segmentation,,Fig. 2 .,
Anti-adversarial Consistency Regularization for Data Augmentation: Applications to Robust Medical Image Segmentation,,Fig. 3 .,
Anti-adversarial Consistency Regularization for Data Augmentation: Applications to Robust Medical Image Segmentation,,Fig. 4 .,
Anti-adversarial Consistency Regularization for Data Augmentation: Applications to Robust Medical Image Segmentation,,Fig. 5 .,
Anti-adversarial Consistency Regularization for Data Augmentation: Applications to Robust Medical Image Segmentation,,Fig. 6 .,
Anti-adversarial Consistency Regularization for Data Augmentation: Applications to Robust Medical Image Segmentation,,Table 1 .,
Multi-shot Prototype Contrastive Learning and Semantic Reasoning for Medical Image Segmentation,1,Introduction,"The successes of deep convolutional neural networks (CNNs)  The development of FSL has derived many effective medical image segmentation methods, including pure CNNs  In this paper, we propose a prototype contrastive learning and semantic reasoning network based on multi-shot strategy (MPSNet). To our knowledge, this is a great improvement in medical image analysis. First, we design a multi-shot learning network (MLN) within the support set to generate prior semantic features and a prior segmentation model for the query image. Cross-validation mode is used to construct the support-query image pairs within the support set, and a complete FSS model is formed by prototype contrastive learning and supervised training. Second, we propose a prototype contrastive learning module (PCLM) to ascertain the positive contribution of multiple support images to the query image in segmentation guidance, leading to better segmentation performance of the query image. Third, we design a semantic reasoning network (SRN) that is convenient to directly transfer the prior semantic features and prior segmentation model to the query image to deduce its segmentation mask quickly. Our contributions can be summarized as follows: 1) A novel FSS method based on a multi-shot prototype strategy is proposed for the first time to replace the commonly used mean prototype method to improve the guidance ability of the support images to the query images in segmentation. 2) A multi-shot prototype contrastive learning network within the support set is constructed with supervised training to generate prior semantic features and a prior segmentation model, and transfer them to the query image to deduce its segmentation mask. 3) The proposed method achieves the latest performance on three public datasets that is superior to the state-of-the-art (SOTA) methods.   n=1 . The support images, masks and the query image constitute the model input Input model = {I s , M s , I q }, query mask M q as the supervisory information. At testing stage, we set episodes with the same mode, that is, we use the trained FSS model to segment the query set under the function of the support set. Since our research is carried out based on multi-shot strategy, we mainly take 5-shot as an example to verify the effectiveness of the proposed method."
Multi-shot Prototype Contrastive Learning and Semantic Reasoning for Medical Image Segmentation,2.2,Multi-shot Learning Network,"The framework of MLN is shown in Fig.  msi / mfq = P CLM(GAP (RN ( where RN (•) refers to the shared feature extractor ResNet101, GAP (•) refers to global average pooling, P CLM (•) refers to the proposed prototype contrastive learning module. x fsi , m fsi , x fq represent the fake support image, mask and query image. We use cross-entropy (CE) loss to supervise the training process: As shown in the lower part of Fig.  where support features F ea fs i are resized to the mask size (H, W ) , (h, w) denotes the shape of the feature maps, C denotes the channel number of the feature maps, denotes the Hadamard product. The obtained multi-shot prototypes P and query features F ea fq are sent into PCLM to get the final segmentation of the query image."
