paper_id,extracted_sents_keywords
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol1/paper_64.pdf,"2
methodology
2.1
problem formulation
in our work, a model bank m consisting of pre-trained models {mi}k
i=1 are avail-
able to be ﬁne-tuned and evaluated with a target dataset d"
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol1/paper_64.pdf,"we calculate the
wasserstein distance of the distribution with voxels of the same class in a sample
pair comprised of every two samples in the dataset, and obtained the following
deﬁnition of class consistency ccons
ccons =
1
n(n − 1)
c

k=1

ij
w2(fk
i , fk
j )
(2)
given that 3d medical images are computationally intensive, and prone to
causing out-of-memory problems, in the sliding window inference process for
678
y. yang et al.
each case, we do not concatenate the output of each patch into the ﬁnal predic-
tion result, but directly sample from the patched output and concatenate them
into the ﬁnal sampled feature matrix."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol1/paper_64.pdf,"in the calculation of class consistency, we
only sample the foreground voxels with a pre-deﬁned sampling number which is
proportional to the voxel number of each class in the image because of the severe
class imbalance problem."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol1/paper_64.pdf,"as for semantic segmentation problems, the feature pyra-
mid structure is critical for segmentation results [14,29]."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol1/paper_64.pdf,"for fair comparisons, the baseline methods including transrate [9],
logme [27], gbc [17] and leep"
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol1/paper_64.pdf,"most
of the existing methods are inferior to ours because they are not designed for seg-
mentation tasks with a serious class imbalance problem."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol1/paper_71.pdf,"although deep learning techniques have been widely investi-
gated, the enormous types and diverse appearances of histopathological
cells still pose signiﬁcant challenges for clinical applications."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol1/paper_71.pdf,"moreover,
data protection policies in diﬀerent clinical centers and hospitals limit
the training of data-dependent deep models."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol1/paper_71.pdf,"to address this issue, we propose two practical approaches for weight-
ing knowledge from the multi-source model predictions and ﬁltering out
noisy predictions."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol1/paper_71.pdf,"however, data acquisition for medical images
poses unique challenges due to privacy concerns and the high cost of manual
annotation."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol1/paper_71.pdf,"due to the abovementioned challenges,
some researchers have proposed various white-box domain adaptation methods
to address these issues."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol1/paper_71.pdf,"such privacy breaches
may detrimental to the privacy protection policies of hospitals."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol1/paper_71.pdf,"moreover, the
target domain uses the same neural network as the source domain, which is
not desirable for low-resource target users like hospitals [15]."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol1/paper_71.pdf,"therefore, how to leverage the existing
knowledge of black-box models to eﬀectively train new models for the target
domain without accessing the source domain data remains a critical challenge."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol1/paper_71.pdf,"the
semi-supervised loss, denoted as lssl, encompasses the supervised loss, consistency loss,
and maximize mutual information loss.
strategies within this new framework to address this issue."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol1/paper_71.pdf,"this method eﬀectively addresses two signiﬁcant
challenges encountered in the analysis of cellular images, namely, the uncertainty
in source domain output and the ambiguity in cell boundary semantics."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol1/paper_71.pdf,"accordingly, direct knowledge transfer using the output of the source domain
predictor may lead to feature bias in the student model due to the unavoid-
able covariance [20] between the target and source domains."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol1/paper_71.pdf,"for single-source domain
adaptation approach, cellsegssda and sfda-dpl, we employ two strategies
to ensure the fairness of the experiments: (1) single-source, i.e. performing adap-
tation on each single source, where we select the best results to display in the
table 1; (2) source-combined, i.e. all source domains are combined into a tra-
ditional single source."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol1/paper_59.pdf,"mesh2ssm can also learn a
population-speciﬁc template, reducing any bias due to template selec-
tion."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol1/paper_59.pdf,"mesh2ssm also includes an analysis network that operates on the
learned correspondences to obtain a data-driven template point cloud (i.e., tem-
plate point cloud), which can replace the initial template, and hence reducing
the bias that could arise from template selection."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol1/paper_59.pdf,"[13,21] analysis module helps in mitigating bias and
capturing non-linear characteristics of the data."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol1/paper_57.pdf,"in this
paper, we propose the use of state space models as a multiple instance
learner to a variety of problems in digital pathology."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol1/paper_57.pdf,"to deal with this issue, multiple instance learning (mil) schemes
based on weakly supervised training are used for wsi classiﬁcation tasks."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol1/paper_57.pdf,"[9] (high-order polynomial projection operator),
continuous time memorisation is posed as a problem of function approximation
in a hilbert space deﬁned by a probability measure μ."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol1/paper_57.pdf,"both in terms of auroc and accuracy, our method outperforms the
other methods on long sequences, while the performances are comparable to
table 1, albeit slightly lower, illustrating the challenge of processing large wsis."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol1/paper_7.pdf,"this decision reﬂects a balance between
the computational demands of depth-ﬁrst tree traversal in each training step
and the complexity of the training meshes."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol1/paper_7.pdf,"given the
diﬀerences with the baselines generated topologies, for a fair comparison, we
limited our evaluation to a visual inspection of the meshes."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol1/paper_7.pdf,"since
the presented framework would require signiﬁcant adaptations to accommodate
such complex topologies, exploring this problem would certainly be an interest-
ing direction for future research."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol1/paper_6.pdf,"additionally, manually annotating pathology bound-
ing boxes is a time-consuming task, further exacerbating the issue."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol1/paper_56.pdf,"obtaining 3d reconstructions
from real endoscopic videos would facilitate the development of assis-
tive tools for practitioners, but it is a challenging problem for current
structure from motion (sfm) methods."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol1/paper_56.pdf,"endoscopic images are a challenging
case for feature detection and matching, due to several well known challenges
for these tasks, such as lack of texture, or the presence of frequent artifacts, like
specular reﬂections."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol1/paper_56.pdf,"these problems are accentuated when all the elements in
the scene are deformable, as it is the case in most endoscopy scenarios, and in
particular in the real use case studied in our work, the lower gastrointestinal
tract explored with colonoscopies."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol1/paper_56.pdf,"2
related work
3d reconstruction is an open problem for laparoscopic and endoscopic set-
tings"
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol1/paper_56.pdf,"more recent approaches attempt to tackle speciﬁc endoscopy challenges, such as
the deformation"
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol1/paper_56.pdf,"https://www.cs.ubc.ca/research/image-matching-challenge/2021/leaderboard/.
tracking adaptation to improve superpoint for reconstruction in endoscopy
585
several challenges."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol1/paper_56.pdf,"[24] proposes a formulation of the
problem to optimize in an end-to-end manner."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol1/paper_56.pdf,"we chose superpoint because it is a seminal work that has inspired
many follow up works, and it is still among the top performers on current feature
matching challenges [10]. similar to detone et al."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol1/paper_56.pdf,"simulated data lacks some of the
biggest challenges of endoscopy images (e.g. specularities, deformations), but
this experiment suggests that the camera motion estimation quality is similarly
good for all methods when they manage to converge."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol1/paper_4.pdf,"besides, various deployment issues, including data
shifts and corruption, put forward further requests for model generaliza-
tion and robustness."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol1/paper_4.pdf,"varying data shifts and corruption like motion blur and specular
reﬂections2 pose signiﬁcant challenges to model generalization and robustness."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol1/paper_4.pdf,"for a fair comparison, the output from
the spatial branch is taken as the ﬁnal prediction and utilized in evaluation
without post-processing."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol1/paper_4.pdf,"to ensure the reliability of the mixed
pseudo labels for ensemble learning, we present the pixel-level adaptive fusion
strategy according to entropy maps of dual predictions to balance the strengths
and weaknesses of spatial and spectral branches."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol1/paper_4.pdf,"with extensive in-domain and out-of-
domain evaluation on four public datasets, our method shows superior accu-
racy, generalization, and robustness, indicating its clinical signiﬁcance in allevi-
ating data-related issues such as data shift and corruption which are commonly
encountered in the medical ﬁeld."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol1/paper_55.pdf,"2
background and motivation
the problem of lesion tracking in longitudinal data is typically divided into two
steps: (1) detection of lesions and (2) tracking the same lesion over multiple
multi-scale self-supervised learning for longitudinal lesion tracking
575
input image
(e.g., 3d-ct)
augmentaon
4d mul-scale
embeddings 
mul-scale
self-supervised 
opmizaon
hard and diverse 
negave sampling 
landmarks
oponal supervision:"
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol1/paper_55.pdf,"classical methods to solve this problem rely on image registration,
where tracking is performed via image alignment and rule-based correspondence
matching [15,16,21]."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol1/paper_55.pdf,"3
method
3.1
problem deﬁnition
let i1 (i.e., template or baseline image) and i2 (i.e., query or follow-up image)
be two 3d-ct scans acquired at time t1 and t2, respectively, additionally, let p1
576
a. vizitiu et al.
and p2 denote the point of interest (i.e., the lesion center) in both images."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol1/paper_55.pdf,"the
problem of lesion tracking can be formulated as ﬁnding the optimal transforma-
tion that maps p1 to its corresponding location, p2, in i2.
3.2
training stage
let d = {x1, x2, ..., xn} be a set of n unpaired and unlabeled 3d-ct volumes."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol1/paper_45.pdf,"even though displacement estimation in use and computer
vision share some challenges, use displacement estimation has two dis-
tinct characteristics that set it apart from the computer vision coun-
terpart: high-frequency nature of rf data, and the physical rules that
govern the motion pattern."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol1/paper_45.pdf,"the known operator can
be viewed as the prior knowledge related to the physics of the problem."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol1/paper_45.pdf,"it should be noted in con-
trast to [5] in which only out-of-range samples were contributing to the loss,
in this work, all samples contribute to lvd to reduce the estimation bias."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol1/paper_45.pdf,"in vivo data was collected at johns hopkins hospital from patients with liver
cancer during open-surgical rf thermal ablation by a research antares siemens
system using a vf 10-5 linear array with the sampling frequency of 40 mhz and
the center frequency of 6.67 mhz."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol1/paper_51.pdf,"to overcome these challenges, we propose a novel weakly supervised instance
segmentation method that eﬀectively distinguishes adjacent nuclei and is robust
to point shifts."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol1/paper_51.pdf,"to train the module we employ a focal
loss, commonly used in point detection problems."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol1/paper_51.pdf,"for a fair
comparison, images were pre-processed before training/testing i.e., normalized
and cropped to 250×250 patches following the setting used in [17].
534
s. nam et al.
to make point labels, we use the center point of full mask annotations."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol1/paper_1.pdf,"however, previ-
ous pet enhancement methods rely heavily on the paired lpet and
spet data which are rare in clinic."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol1/paper_1.pdf,"however, acquiring high-quality pet images requires
injecting a suﬃcient dose (standard dose) of radionuclides into the human body,
which poses unacceptable radiation hazards for pregnant women and infants
even following the as low as reasonably achievable (alara) principle"
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol1/paper_1.pdf,"but these
supervised methods relied heavily on the paired lpet and spet data that are
rare in actual clinic due to radiation exposure and involuntary motions (e.g., res-
piratory and muscle relaxation)."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol1/paper_1.pdf,"however, these methods still require
lpet to train models, which contradicts with the fact that only spet scans
are conducted in clinic."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol1/paper_1.pdf,"however, extending the diﬀusion
model developed for 2d photographic images to pet enhancement still faces two
problems: a) three-dimensionsal (3d) pet images will dramatically increase the
computational cost of diﬀusion model; b) pet is the detail-sensitive images and
may be introduced/lost some details during the procedure of adding/removing
noise, which will aﬀect the downstream diagnosis."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol1/paper_1.pdf,"denoting the output of previous layer
as zp et , the ct-guided cross-attention can be formulated as follows:
output = softmax(qct kt
ct
√
d
+ b) · vp et ,
qct = convq(zct ),
kct = convk(zct ),
vp et = convv (zp et ),
(2)
where d is the number of channels, b is the position bias, and conv(·) denotes
the 1 × 1 × 1 convolution with stride of 1.
2.3
implementation details
typically, the trained diﬀusion model generates target images from random
noise, requiring a large number of steps t to make the ﬁnal perturbed sam-
ple (zt ) close to pure noise."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol1/paper_52.pdf,"unsupervised
domain
adaptation
(uda)
has
become
increasingly popular in imaging-based diagnosis due to the challenge of
labeling a large number of datasets in target domains."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol1/paper_52.pdf,"yet, acquiring large training datasets and
their corresponding labels, especially from a cohort of patients, can be costly
or even infeasible, which poses a signiﬁcant challenge in developing a dl model
with high performance [7]."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol1/paper_52.pdf,"this is due to sensitive privacy issues in patients’ data,
particularly in collaborative research, which restricts access to labels from diﬀer-
ent domains."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol1/paper_52.pdf,"as a result, conventional da methods cannot be easily applied [10].
more recently, unsupervised domain adaptation (uda) has been introduced to
address this issue"
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol1/paper_52.pdf,"this can lead to
signiﬁcant degradation of the performance of dl models, as errors can compound
and become more pronounced over time [17,25].
to alleviate the problem of pseudo-label-based uda, in this work, we propose
an advanced uda framework based on self-supervised da with a test-time ﬁne-
tuning network."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol1/paper_52.pdf,"to address
this issue, we introduced a novel self-supervised da network for breast cancer
segmentation in ultrasound images."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol1/paper_20.pdf,"automated detection of gallbladder cancer (gbc) from
ultrasound (us) images is an important problem, which has drawn
increased interest from researchers."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol1/paper_20.pdf,"since no
bounding box annotations is available for training, we pose the problem
as weakly supervised object detection (wsod)."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol1/paper_20.pdf,"many
of these works formulate the problem as an object detection, since training a
image classiﬁcation model for gbc detection seems challenging due to the reasons
outlined in the abstract (also see fig. 1).
fig."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol1/paper_20.pdf,"instead of training a classiﬁcation pipeline, we propose to solve an object
detection problem, which involves predicting a bounding box for the malignancy."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol1/paper_20.pdf,"however, since we only have image-level labels avail-
able, we formulate the problem as a weakly supervised object detection (wsod)
problem."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol1/paper_20.pdf,"our experiments val-
idate the utility of this approach in circumventing the challenges in us images
and detecting gbc accurately from us images using only image-level labels."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol1/paper_20.pdf,"– we formulate the gbc classiﬁcation problem as a weakly supervised object
detection problem to mitigate the eﬀect of low inter-class and large intra-class
variances, and solve the diﬃcult gbc detection problem on us images without
using the costly and diﬃcult to obtain additional annotation (bounding box)
or video data."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol1/paper_22.pdf,"as commonly done in
cl [3], this condition can be transformed into an optimization problem using
230
e. sarfati et al.
fig."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol1/paper_22.pdf,"we ﬁrst sample n patients, where n
is the batch size, in a balanced way with respect to the radiological/histological
classes; namely, we roughly have the same number of subjects per class."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol1/paper_22.pdf,"for d2
histo, which has fewer patients than the batch size, we
use a balanced sampling strategy with respect to the radiological/histological
classes with no obligation of one slice per patient in the batch."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol1/paper_22.pdf,"the method depth-aware manages to correctly encode the depth
position but not the diagnostic class label.
to assess the clinical performance of the pretraining methods, we also com-
pute the balanced accuracy scores (bacc) of the trained classiﬁers, which is
compared in table 2 to the bacc achieved by radiologists who were asked to
visually assess the presence or absence of cirrhosis for the n=106 cases of d1
histo."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol1/paper_25.pdf,"keywords: computational pathology · whole slide images(wsis) ·
self-supervised learning
1
introduction
in computational histopathology, visual representation extraction is a fundamen-
tal problem [14], serving as a cornerstone of the (downstream) task-speciﬁc learn-
ing on whole slide pathological images (wsis)."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol1/paper_25.pdf,"by
representing each slide with its prototypes, we further select semantically simi-
1 by formulating wsi tasks as a multi-instance learning problem, the wsi is treated
as a bag with corresponding patches as instances."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol1/paper_25.pdf,"however, the obtained
clustering centers, i.e., the prototypes, are inclined to represent the visual bias
slpd
263
related to staining or scanning procedure rather than medically relevant fea-
tures [33]."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol1/paper_25.pdf,"we rethink this
problem from the perspective how to measure the similarity between two slides
accurately."
