path,title,paper_id
miccai23vol1/paper_14.pdf,3D Arterial Segmentation via Single 2D Projections and Depth Supervision in Contrast-Enhanced CT Images,1
miccai23vol8/paper_59.pdf,3D Mitochondria Instance Segmentation with Spatio-Temporal Transformers,2
miccai23vol2/paper_46.pdf,A Spatial-Temporal Deformable Attention Based Framework for Breast Lesion Detection in Videos,3
miccai23vol8/paper_46.pdf,A Texture Neural Network to Predict,4
miccai23vol6/paper_74.pdf,ALL-IN: A Local GLobal Graph-Based DIstillatioN Model for Representation Learning of Gigapixel Histopathology Images With Application In Cancer Risk Assessment,5
miccai23vol2/paper_9.pdf,Adaptive Region Selection for Active Learning in Whole Slide Image Semantic Segmentation,6
miccai23vol6/paper_61.pdf,Adaptive Supervised PatchNCE Loss for Learning H&E-to-IHC Stain Translation with Inconsistent Groundtruth Image Pairs,7
miccai23vol6/paper_68.pdf,An AI-Ready Multiplex Staining Dataset for Reproducible and Accurate Characterization of Tumor Immune Microenvironment,8
miccai23vol6/paper_56.pdf,An Anti-biased TBSRTC-Category Aware Nuclei Segmentation Framework with a Multi-label Thyroid Cytology Benchmark,9
miccai23vol10/paper_5.pdf,An Explainable Deep Framework: Towards Task-Speciﬁc Fusion for Multi-to-One MRI Synthesis,10
miccai23vol3/paper_45.pdf,Anatomical-Aware Point-Voxel Network for Couinaud Segmentation in Liver CT,11
miccai23vol1/paper_6.pdf,"Anatomy-Driven Pathology Detection on Chest X-rays Philip Müller1(B),",12
miccai23vol7/paper_50.pdf,Anatomy-Informed Data Augmentation for Enhanced Prostate Cancer Detection,13
miccai23vol4/paper_53.pdf,Anti-adversarial Consistency,14
miccai23vol2/paper_33.pdf,ArSDM: Colonoscopy Images Synthesis with Adaptive Reﬁnement Semantic Diﬀusion Models,15
miccai23vol6/paper_50.pdf,Artifact Restoration in Histology Images with Diﬀusion Probabilistic Models,16
miccai23vol7/paper_40.pdf,Automated CT Lung Cancer Screening Workﬂow Using 3D Camera,17
miccai23vol5/paper_1.pdf,Automatic Bleeding Risk Rating System of Gastric Varices,18
miccai23vol8/paper_50.pdf,B-Cos Aligned Transformers Learn Human-Interpretable Features,19
miccai23vol1/paper_71.pdf,Black-box Domain Adaptative Cell Segmentation via Multi-source Distillation,20
miccai23vol5/paper_43.pdf,Boosting Breast Ultrasound Video Classiﬁcation by the Guidance of Keyframe Feature Centers,21
miccai23vol4/paper_33.pdf,Breast Ultrasound Tumor Classiﬁcation,22
miccai23vol7/paper_53.pdf,Bridging Ex-Vivo Training and Intra-operative Deployment for Surgical Margin Assessment with Evidential Graph Transformer,23
miccai23vol5/paper_35.pdf,CARL: Cross-Aligned Representation Learning for Multi-view Lung Cancer Histology Classiﬁcation,24
miccai23vol7/paper_38.pdf,CLIP-Lung: Textual Knowledge-Guided Lung Nodule Malignancy Prediction,25
miccai23vol9/paper_69.pdf,Cascade Transformer Encoded Boundary-Aware Multibranch Fusion Networks for Real-Time and Accurate Colonoscopic Lesion Segmentation,26
miccai23vol4/paper_1.pdf,Category-Level Regularized Unlabeled-to-Labeled Learning for Semi-supervised Prostate Segmentation with Multi-site Unlabeled Data,27
miccai23vol6/paper_47.pdf,CellGAN: Conditional Cervical Cell Synthesis for Augmenting Cytopathological Image Classiﬁcation,28
miccai23vol2/paper_20.pdf,Centroid-Aware Feature Recalibration,29
miccai23vol8/paper_48.pdf,CircleFormer: Circular Nuclei Detection in Whole Slide Images with Circle Queries and Attention,30
miccai23vol7/paper_51.pdf,Clinical Evaluation of AI-Assisted Virtual Contrast Enhanced MRI in Primary Gross Tumor Volume Delineation for Radiotherapy of Nasopharyngeal Carcinoma,31
miccai23vol5/paper_15.pdf,Cluster-Induced Mask Transformers for Eﬀective Opportunistic Gastric Cancer Screening on Non-contrast CT Scans,32
miccai23vol7/paper_68.pdf,Clustering Disease Trajectories in Contrastive Feature Space for Biomarker Proposal in Age-Related Macular Degeneration,33
miccai23vol3/paper_16.pdf,Co-assistant Networks for Label,34
miccai23vol5/paper_25.pdf,Contrastive Feature Decoupling for Weakly-Supervised Disease Detection Jhih-,35
miccai23vol3/paper_13.pdf,Cross-Modulated Few-Shot Image Generation for Colorectal Tissue Classiﬁcation,36
miccai23vol6/paper_57.pdf,DARC: Distribution-Aware Re-Coloring Model for Generalizable Nucleus Segmentation,37
miccai23vol1/paper_24.pdf,DAS-MIL: Distilling Across Scales for MIL Classiﬁcation of Histological WSIs,38
miccai23vol10/paper_72.pdf,DISA: DIﬀerentiable Similarity Approximation for Universal Multimodal Registration,39
miccai23vol6/paper_75.pdf,Deep Cellular Embeddings: An Explainable Plug and Play Improvement for Feature Representation in Histopathology,40
miccai23vol6/paper_62.pdf,Deep Learning for Tumor-Associated Stroma Identiﬁcation in Prostate Histopathology Slides,41
miccai23vol4/paper_51.pdf,Deep Probability Contour Framework,42
miccai23vol8/paper_64.pdf,Deep Unsupervised Clustering for Conditional Identiﬁcation of Subgroups Within a Digital Pathology Image Set,43
miccai23vol5/paper_16.pdf,"Detecting Domain Shift in Multiple Instance Learning for Digital Pathology Using Fr´echet Domain Distance Milda Poceviˇci¯ut˙e1,2(B) ,",44
miccai23vol9/paper_25.pdf,Detecting the Sensing Area of a Laparoscopic Probe in Minimally Invasive Cancer Surgery,45
miccai23vol6/paper_26.pdf,Detection of Basal Cell Carcinoma in Whole Slide Images,46
miccai23vol6/paper_24.pdf,Detection-Free Pipeline for Cervical Cancer Screening of Whole Slide Images,47
miccai23vol7/paper_9.pdf,Developing Large Pre-trained Model for Breast Tumor Segmentation from Ultrasound Images,48
miccai23vol6/paper_19.pdf,DiffDP: Radiotherapy Dose Prediction via a Diffusion Model,49
miccai23vol7/paper_6.pdf,DisAsymNet: Disentanglement of Asymmetrical Abnormality on Bilateral Mammograms Using Self-adversarial Learning,50
miccai23vol4/paper_10.pdf,Diﬀusion Kinetic Model for Breast Cancer Segmentation in Incomplete DCE-MRI,51
miccai23vol8/paper_57.pdf,Diﬀusion-Based Data Augmentation for Nuclei Image Segmentation,52
miccai23vol9/paper_50.pdf,"Dose Guidance for Radiotherapy-Oriented Deep Learning Segmentation Elias R¨ufenacht1(B) ,",53
miccai23vol5/paper_72.pdf,Dynamic Curriculum Learning via In-Domain Uncertainty for Medical Image Classiﬁcation,54
miccai23vol2/paper_23.pdf,ECL: Class-Enhancement Contrastive,55
miccai23vol4/paper_46.pdf,EGE-UNet: An Eﬃcient Group Enhanced,56
miccai23vol7/paper_24.pdf,EPVT: Environment-Aware Prompt Vision Transformer for Domain Generalization in Skin Lesion Recognition,57
miccai23vol4/paper_36.pdf,EdgeMixup: Embarrassingly Simple Data Alteration to Improve Lyme Disease Lesion Segmentation and Diagnosis Fairness,58
miccai23vol5/paper_38.pdf,Enhancing Breast Cancer Risk Prediction,59
miccai23vol4/paper_32.pdf,EoFormer: Edge-Oriented Transformer for Brain Tumor Segmentation,60
miccai23vol9/paper_56.pdf,FLIm-Based in Vivo Classiﬁcation of Residual Cancer in the Surgical Cavity During Transoral Robotic Surgery,61
miccai23vol4/paper_15.pdf,Factor Space and Spectrum for Medical Hyperspectral Image Segmentation,62
miccai23vol3/paper_37.pdf,Fine-Tuning Network in Federated Learning for Personalized Skin Diagnosis,63
miccai23vol9/paper_66.pdf,FocalErrorNet: Uncertainty-Aware Focal Modulation Network for Inter-modal Registration Error Estimation in Ultrasound-Guided Neurosurgery,64
miccai23vol3/paper_57.pdf,FocalUNETR: A Focal Transformer for Boundary-Aware Prostate Segmentation Using CT Images,65
miccai23vol9/paper_10.pdf,Foundation Model for Endoscopy Video Analysis via Large-Scale Self-supervised Pre-train,66
miccai23vol10/paper_24.pdf,FreeSeed: Frequency-Band-Aware and Self-guided Network for Sparse-View CT Reconstruction,67
miccai23vol1/paper_20.pdf,Gall Bladder Cancer Detection from US Images with only Image Level Labels,68
miccai23vol6/paper_49.pdf,Gene-Induced Multimodal Pre-training for Image-Omic Classiﬁcation,69
miccai23vol10/paper_21.pdf,Geometric Ultrasound Localization,70
miccai23vol1/paper_29.pdf,Geometry-Invariant Abnormality,71
miccai23vol5/paper_11.pdf,Graph-Theoretic Automatic Lesion Tracking and Detection of Patterns of Lesion Changes in Longitudinal CT Studies Beniamin,72
miccai23vol3/paper_61.pdf,Guiding the Guidance: A Comparative Analysis of User Guidance Signals for Interactive Segmentation of Volumetric Images,73
miccai23vol4/paper_66.pdf,H-DenseFormer: An Eﬃcient Hybrid Densely Connected Transformer for Multimodal Tumor Segmentation,74
miccai23vol3/paper_53.pdf,HENet: Hierarchical Enhancement Network for Pulmonary Vessel Segmentation in Non-contrast CT Images,75
miccai23vol6/paper_73.pdf,HIGT: Hierarchical Interaction Graph-Transformer for Whole Slide Image Analysis,76
miccai23vol6/paper_66.pdf,Histopathology Image Classiﬁcation Using,77
miccai23vol6/paper_54.pdf,IIB-MIL: Integrated Instance-Level and Bag-Level Multiple Instances Learning with Label Disambiguation for Pathological Image Analysis,78
miccai23vol9/paper_47.pdf,Imitation Learning from Expert Video Data for Dissection Trajectory Prediction in Endoscopic Surgical Procedure,79
miccai23vol5/paper_24.pdf,Improved Prognostic Prediction of Pancreatic Cancer Using Multi-phase CT by Integrating Neural Distance and Texture-Aware Transformer,80
miccai23vol5/paper_50.pdf,Improving Outcome Prediction of Pulmonary Embolism by De-biased Multi-modality Model,81
miccai23vol1/paper_45.pdf,Infusing Physically Inspired Known Operators in Deep Models of Ultrasound Elastography,82
miccai23vol6/paper_64.pdf,Instance-Aware Diﬀusion Model,83
miccai23vol2/paper_42.pdf,"Interpretable Medical Image Classiﬁcation Using Prototype Learning and Privileged Information Luisa Gallée1 ,",84
miccai23vol9/paper_28.pdf,"Intraoperative CT Augmentation for Needle-Based Liver Interventions Sidaty El hadramy1,2,",85
miccai23vol6/paper_45.pdf,Iteratively Coupled Multiple Instance Learning from Instance to Bag Classiﬁer for Whole Slide Image Classiﬁcation,86
miccai23vol5/paper_73.pdf,"Joint Prediction of Response to Therapy, Molecular Traits, and Spatial Organisation in Colorectal Cancer Biopsies",87
miccai23vol6/paper_65.pdf,Label-Free Nuclei Segmentation Using Intra-Image Self Similarity,88
miccai23vol3/paper_70.pdf,Laplacian-Former: Overcoming the Limitations of Vision Transformers in Local Texture Detection,89
miccai23vol6/paper_30.pdf,Learning Robust Classiﬁer for Imbalanced Medical Image Dataset with Noisy Labels by Minimizing Invariant Risk,90
miccai23vol10/paper_48.pdf,"LightNeuS: Neural Surface Reconstruction in Endoscopy Using Illumination Decline V´ıctor M. Batlle1(B), Jos´e M. M. Montiel1,",91
miccai23vol5/paper_8.pdf,Liver Tumor Screening and Diagnosis in CT with Pixel-Lesion-Patient Network,92
miccai23vol2/paper_62.pdf,Longitudinal Multimodal Transformer Integrating Imaging and Latent Clinical Signatures from Routine EHRs for Pulmonary Nodule Classiﬁcation,93
miccai23vol10/paper_10.pdf,Low-Dose CT Image Super-Resolution,94
miccai23vol5/paper_75.pdf,M&M: Tackling False Positives,95
miccai23vol4/paper_43.pdf,MDViT: Multi-domain Vision Transformer for Small Medical Image Segmentation Datasets,96
miccai23vol6/paper_37.pdf,MPBD-LSTM: A Predictive Model for Colorectal Liver Metastases Using Time Series Multi-phase Contrast-Enhanced CT Scans,97
miccai23vol7/paper_47.pdf,MSKdeX: Musculoskeletal (MSK) Decomposition from an X-Ray Image for Fine-Grained Estimation of Lean Muscle Mass and Muscle Volume,98
miccai23vol5/paper_62.pdf,MUVF-YOLOX: A Multi-modal Ultrasound Video Fusion Network for Renal Tumor Diagnosis,99
miccai23vol7/paper_7.pdf,Mammo-Net: Integrating Gaze Supervision and Interactive Information in Multi-view Mammogram Classiﬁcation,100
miccai23vol4/paper_41.pdf,Medical Boundary Diﬀusion Model for Skin Lesion Segmentation,101
miccai23vol6/paper_39.pdf,Merging-Diverging Hybrid Transformer Networks for Survival Prediction in Head and Neck Cancer,102
miccai23vol1/paper_59.pdf,Mesh2SSM: From Surface Meshes to Statistical Shape Models of Anatomy,103
miccai23vol6/paper_1.pdf,Mining Negative Temporal Contexts for False Positive Suppression in Real-Time Ultrasound Lesion Detection,104
miccai23vol6/paper_46.pdf,MixUp-MIL: Novel Data Augmentation for Multiple Instance Learning and a Study on Thyroid Cancer Diagnosis,105
miccai23vol10/paper_12.pdf,MoCoSR: Respiratory Motion Correction and Super-Resolution for 3D Abdominal MRI,106
miccai23vol4/paper_27.pdf,Morphology-Inspired Unsupervised Gland Segmentation via Selective Semantic Grouping,107
miccai23vol3/paper_11.pdf,Multi-Head Multi-Loss Model Calibration,108
miccai23vol6/paper_44.pdf,Multi-modal Pathological Pre-training,109
miccai23vol6/paper_58.pdf,Multi-scale Prototypical Transformer for Whole,110
miccai23vol1/paper_55.pdf,Multi-scale Self-Supervised Learning for Longitudinal Lesion Tracking with Optional Supervision,111
miccai23vol6/paper_72.pdf,Multi-scope Analysis Driven Hierarchical Graph Transformer for Whole Slide Image Based Cancer Survival Prediction,112
miccai23vol7/paper_52.pdf,Multi-task Learning of Histology and Molecular Markers for Classifying Diﬀuse Glioma,113
miccai23vol3/paper_62.pdf,MultiTalent: A Multi-dataset Approach to Medical Image Segmentation,114
miccai23vol4/paper_71.pdf,"Multimodal CT and MR Segmentation of Head and Neck Organs-at-Risk Gaˇsper Podobnik1(B) , Primoˇz Strojan2 , Primoˇz Peterlin2 ,",115
miccai23vol5/paper_28.pdf,Multiple Prompt Fusion for Zero-Shot Lesion Detection Using Vision-Language Models,116
miccai23vol6/paper_76.pdf,NASDM: Nuclei-Aware Semantic,117
miccai23vol10/paper_46.pdf,Noise2Aliasing: Unsupervised Deep Learning for View Aliasing and Noise Reduction in 4DCBCT,118
miccai23vol2/paper_1.pdf,OpenAL: An Eﬃcient Deep Active Learning Framework for Open-Set Pathology Image Classiﬁcation,119
miccai23vol9/paper_58.pdf,Optical Coherence Elastography Needle,120
miccai23vol1/paper_1.pdf,PET-Diﬀusion: Unsupervised PET Enhancement Based on the Latent Diﬀusion Model,121
miccai23vol1/paper_51.pdf,PROnet: Point Reﬁnement Using,122
miccai23vol5/paper_20.pdf,Parse and Recall: Towards Accurate Lung Nodule Malignancy Prediction Like Radiologists,123
miccai23vol6/paper_60.pdf,Pathology-and-Genomics Multimodal Transformer for Survival Outcome Prediction,124
miccai23vol5/paper_7.pdf,Patients and Slides are Equal: A Multi-level Multi-instance Learning Framework for Pathological Image Analysis,125
miccai23vol1/paper_64.pdf,Pick the Best Pre-trained Model: Towards Transferability Estimation for Medical Image Segmentation,126
miccai23vol6/paper_69.pdf,Position-Aware Masked Autoencoder for Histopathology WSI Representation Learning,127
miccai23vol3/paper_1.pdf,Pre-trained Diﬀusion Models for Plug-and-Play Medical Image Enhancement,128
miccai23vol7/paper_54.pdf,Probabilistic Modeling Ensemble Vision Transformer Improves Complex Polyp Segmentation,129
miccai23vol6/paper_23.pdf,Progressive Attention Guidance for Whole Slide Vulvovaginal Candidiasis Screening,130
