title,authors,page_numbers,doi,publication_year,volume,paper_id,path,path_long,extracted_sents_organs
3D Arterial Segmentation via Single 2D Projections and Depth Supervision in Contrast-Enhanced CT Images,"Alina F. Dima, Veronika A. Zimmer, Martin J. Menten, Hongwei Bran Li, Markus Graf, Tristan Lemke et al.",141-151,10.1007/978-3-031-43907-0_14,2023,1,1,miccai23vol1/paper_14.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol1/paper_14.pdf,"kozinski et al.[13] propose to segment vessel cen-
terlines using as few as 2-3 annotated mips."
3D Arterial Segmentation via Single 2D Projections and Depth Supervision in Contrast-Enhanced CT Images,"Alina F. Dima, Veronika A. Zimmer, Martin J. Menten, Hongwei Bran Li, Markus Graf, Tristan Lemke et al.",141-151,10.1007/978-3-031-43907-0_14,2023,1,1,miccai23vol1/paper_14.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol1/paper_14.pdf,"[4] train a vessel segmen-
tation model from unsupervised 2d labels transferred from a publicly available
dataset, however, there is still a gap to be closed between unsupervised and
supervised model performance."
3D Arterial Segmentation via Single 2D Projections and Depth Supervision in Contrast-Enhanced CT Images,"Alina F. Dima, Veronika A. Zimmer, Martin J. Menten, Hongwei Bran Li, Markus Graf, Tristan Lemke et al.",141-151,10.1007/978-3-031-43907-0_14,2023,1,1,miccai23vol1/paper_14.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol1/paper_14.pdf,"our work uses weak annotations in the form of
annotations of 2d mips for the task of peripancreatic vessel segmentation, where
we attempt to reduce the annotation cost to a minimum by only annotating a
single projection per training input without sacriﬁcing performance."
3D Arterial Segmentation via Single 2D Projections and Depth Supervision in Contrast-Enhanced CT Images,"Alina F. Dima, Veronika A. Zimmer, Martin J. Menten, Hongwei Bran Li, Markus Graf, Tristan Lemke et al.",141-151,10.1007/978-3-031-43907-0_14,2023,1,1,miccai23vol1/paper_14.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol1/paper_14.pdf,"the
hyperintensities of the arteries ensures their visibility in the mip, while addi-
tional processing removes most occluding nearby tissue (sect. 4)."
3D Arterial Segmentation via Single 2D Projections and Depth Supervision in Contrast-Enhanced CT Images,"Alina F. Dima, Veronika A. Zimmer, Martin J. Menten, Hongwei Bran Li, Markus Graf, Tristan Lemke et al.",141-151,10.1007/978-3-031-43907-0_14,2023,1,1,miccai23vol1/paper_14.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol1/paper_14.pdf,"owing to the fact that the vessels in the abdominal cavity are
relatively sparse in 2d projections and most of the occluding tissue is removed
in postprocessing, this step results in a fairly complete surface of the vessel tree."
3D Arterial Segmentation via Single 2D Projections and Depth Supervision in Contrast-Enhanced CT Images,"Alina F. Dima, Veronika A. Zimmer, Martin J. Menten, Hongwei Bran Li, Markus Graf, Tristan Lemke et al.",141-151,10.1007/978-3-031-43907-0_14,2023,1,1,miccai23vol1/paper_14.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol1/paper_14.pdf,"furthermore, we can partially ﬁll this surface volume, resulting in a 3d depth
map d, which is a partial segmentation of the vessel tree."
3D Arterial Segmentation via Single 2D Projections and Depth Supervision in Contrast-Enhanced CT Images,"Alina F. Dima, Veronika A. Zimmer, Martin J. Menten, Hongwei Bran Li, Markus Graf, Tristan Lemke et al.",141-151,10.1007/978-3-031-43907-0_14,2023,1,1,miccai23vol1/paper_14.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol1/paper_14.pdf,"foreground pixels from the 2d annotations are
mapped to the 3d space by combining a 2d annotation with the forward and
backward depth, resulting in a 3d partial vessel segmentation:
146
a. f. dima et al.
1."
3D Arterial Segmentation via Single 2D Projections and Depth Supervision in Contrast-Enhanced CT Images,"Alina F. Dima, Veronika A. Zimmer, Martin J. Menten, Hongwei Bran Li, Markus Graf, Tristan Lemke et al.",141-151,10.1007/978-3-031-43907-0_14,2023,1,1,miccai23vol1/paper_14.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol1/paper_14.pdf,"we train a 3d segmentation network to predict 3d binary vessel
segmentation given a 3d input volume using 2d annotations."
3D Arterial Segmentation via Single 2D Projections and Depth Supervision in Contrast-Enhanced CT Images,"Alina F. Dima, Veronika A. Zimmer, Martin J. Menten, Hongwei Bran Li, Markus Graf, Tristan Lemke et al.",141-151,10.1007/978-3-031-43907-0_14,2023,1,1,miccai23vol1/paper_14.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol1/paper_14.pdf,"notably, the 2d loss constrains
the shape of the vessels, while the depth loss promotes the segmentation of the
vessel interior."
3D Arterial Segmentation via Single 2D Projections and Depth Supervision in Contrast-Enhanced CT Images,"Alina F. Dima, Veronika A. Zimmer, Martin J. Menten, Hongwei Bran Li, Markus Graf, Tristan Lemke et al.",141-151,10.1007/978-3-031-43907-0_14,2023,1,1,miccai23vol1/paper_14.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol1/paper_14.pdf,"in order to remove as much
of the cluttering surrounding tissue and increase the visibility of the vessels in
the projections, the input is windowed so that the vessels appear hyperintense."
3D Arterial Segmentation via Single 2D Projections and Depth Supervision in Contrast-Enhanced CT Images,"Alina F. Dima, Veronika A. Zimmer, Martin J. Menten, Hongwei Bran Li, Markus Graf, Tristan Lemke et al.",141-151,10.1007/978-3-031-43907-0_14,2023,1,1,miccai23vol1/paper_14.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol1/paper_14.pdf,"we use a 3d u-net [17] with four layers as our back-
bone, together with xavier initialization [10]."
3D Arterial Segmentation via Single 2D Projections and Depth Supervision in Contrast-Enhanced CT Images,"Alina F. Dima, Veronika A. Zimmer, Martin J. Menten, Hongwei Bran Li, Markus Graf, Tristan Lemke et al.",141-151,10.1007/978-3-031-43907-0_14,2023,1,1,miccai23vol1/paper_14.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol1/paper_14.pdf,"we also compute
the skeleton recall as the percentage of the ground truth skeleton pixels which
are present in the prediction."
3D Arterial Segmentation via Single 2D Projections and Depth Supervision in Contrast-Enhanced CT Images,"Alina F. Dima, Veronika A. Zimmer, Martin J. Menten, Hongwei Bran Li, Markus Graf, Tristan Lemke et al.",141-151,10.1007/978-3-031-43907-0_14,2023,1,1,miccai23vol1/paper_14.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol1/paper_14.pdf,"experiment
model selection dice ↑
precision ↑
recall ↑
skeleton recall ↑ msd ↓
3d
3d
92.18 ± 0.35 93.86 ± 0.81 90.64 ± 0.64
76.04 ± 4.51
1.15 ± 0.11
ﬁxed 3vp
3d
92.02 ± 0.52
93.05 ± 0.61
91.13 ± 0.79
78.61 ± 1.52
1.13 ± 0.11
ﬁxed 2vp
3d
91.29 ± 0.78
91.46 ± 2.13
91.37 ± 1.45 78.51 ± 2.78
1.13 ± 0.09
ﬁxed 3vp
2d
90.78 ± 1.30
90.66 ± 1.30
91.18 ± 3.08
81.77 ± 2.13
1.16 ± 0.13
ﬁxed 2vp
2d
90.22 ± 1.19
88.16 ± 2.86
92.74 ± 1.63
82.18 ± 2.47
1.14 ± 0.09
ﬁxed 1vp
2d
60.76 ± 24.14 50.47 ± 23.21 92.52 ± 3.09
81.19 ± 2.39
2.96 ± 3.15
random 1vp−d 2d
91.29 ± 0.81
91.42 ± 0.92 91.45 ± 1.00
80.16 ± 2.35
1.13 ± 0.04
random 1vp+d 2d
91.69 ± 0.48 90.77 ± 1.76
92.79 ± 0.95 81.27 ± 2.02
1.15 ± 0.11
5
results
the eﬀectiveness of 2d projections and depth supervision."
3D Arterial Segmentation via Single 2D Projections and Depth Supervision in Contrast-Enhanced CT Images,"Alina F. Dima, Veronika A. Zimmer, Martin J. Menten, Hongwei Bran Li, Markus Graf, Tristan Lemke et al.",141-151,10.1007/978-3-031-43907-0_14,2023,1,1,miccai23vol1/paper_14.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol1/paper_14.pdf,"in terms of other metrics, randomly chosen projection viewpoints with and
without depth improve both recall and skeleton recall even compared to fully 3d
annotations, while generally reducing precision."
3D Arterial Segmentation via Single 2D Projections and Depth Supervision in Contrast-Enhanced CT Images,"Alina F. Dima, Veronika A. Zimmer, Martin J. Menten, Hongwei Bran Li, Markus Graf, Tristan Lemke et al.",141-151,10.1007/978-3-031-43907-0_14,2023,1,1,miccai23vol1/paper_14.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol1/paper_14.pdf,"msd are not very telling in our
dataset due to the noisy annotations and the nature of vessels, as an under- or
over-segmented vessel branch can quickly translate into a large surface distance."
3D Arterial Segmentation via Single 2D Projections and Depth Supervision in Contrast-Enhanced CT Images,"Alina F. Dima, Veronika A. Zimmer, Martin J. Menten, Hongwei Bran Li, Markus Graf, Tristan Lemke et al.",141-151,10.1007/978-3-031-43907-0_14,2023,1,1,miccai23vol1/paper_14.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol1/paper_14.pdf,"best performing
models in each setting are highlighted.
|dtr| depth dice ↑
precision ↑
recall ↑
skeleton recall ↑ msd ↓
10
−d
86.03 ± 2.94
88.23 ± 2.58
84.81 ± 6.42
78.25 ± 2.20
1.92 ± 0.55
10
+d
89.06 ± 1.20 88.55 ± 1.73 89.91 ± 1.29 78.95 ± 3.62
1.80 ± 0.28
20
−d
88.22 ± 3.89
90.26 ± 1.64 86.74 ± 6.56
80.78 ± 1.66
1.44 ± 0.20
20
+d
90.51 ± 0.38 89.84 ± 0.90
91.50 ± 1.23 80.00 ± 1.95
1.33 ± 0.16
40
−d
88.07 ± 2.34
89.09 ± 2.01 87.62 ± 4.43
78.38 ± 2.39
1.38 ± 0.10
40
+d
90.21 ± 0.89 89.08 ± 2.89
91.82 ± 2.11 79.16 ± 2.36
1.24 ± 0.14
80
−d
91.29 ± 0.81
91.42 ± 0.92 91.45 ± 1.00
80.16 ± 2.35
1.13 ± 0.04
80
+d
91.69 ± 0.48 90.77 ± 1.76
92.79 ± 0.95 81.27 ± 2.02
1.15 ± 0.11
6"
3D Dental Mesh Segmentation Using Semantics-Based Feature Learning with Graph-Transformer,"Fan Duan, Li Chen",456-465,10.1007/978-3-031-43990-2_43,2023,7,2,miccai23vol8/paper_59.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol8/paper_59.pdf,"when designing a attention-based framework for 3d mitochondria instance
segmentation, a straightforward way is to compute joint spatio-temporal self-
attention where all pairwise interactions are modelled between all spatio-
temporal tokens."
3D Dental Mesh Segmentation Using Semantics-Based Feature Learning with Graph-Transformer,"Fan Duan, Li Chen",456-465,10.1007/978-3-031-43990-2_43,2023,7,2,miccai23vol8/paper_59.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol8/paper_59.pdf,"however, such a joint spatio-temporal attention computation
is computation and memory intensive as the number of tokens increases linearly
with the number of input slices in the volume."
3D Dental Mesh Segmentation Using Semantics-Based Feature Learning with Graph-Transformer,"Fan Duan, Li Chen",456-465,10.1007/978-3-031-43990-2_43,2023,7,2,miccai23vol8/paper_59.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol8/paper_59.pdf,"instead of the memory expensive joint spatio-
temporal representation, our sst module splits the attention computation into a
spatial and a temporal parallel stream."
3D Dental Mesh Segmentation Using Semantics-Based Feature Learning with Graph-Transformer,"Fan Duan, Li Chen",456-465,10.1007/978-3-031-43990-2_43,2023,7,2,miccai23vol8/paper_59.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol8/paper_59.pdf,"the dataset consists of 2 em image
volumes (30 μm3) of resolution of 8 × 8 × 30 nm, from rat tissues (mitoem-r)
and human tissue (mitoem-h) samples, respectively."
3D Medical Image Segmentation with Sparse Annotation via Cross-Teaching Between 3D and 2D Networks,"Heng Cai, Lei Qi, Qian Yu, Yinghuan Shi, Yang Gao",614-624,10.1007/978-3-031-43898-1_59,2023,3,3,miccai23vol2/paper_46.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol2/paper_46.pdf,"detecting breast lesion in videos is crucial for computer-
aided diagnosis."
3D Medical Image Segmentation with Sparse Annotation via Cross-Teaching Between 3D and 2D Networks,"Heng Cai, Lei Qi, Qian Yu, Yinghuan Shi, Yang Gao",614-624,10.1007/978-3-031-43898-1_59,2023,3,3,miccai23vol2/paper_46.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol2/paper_46.pdf,"existing video-based breast lesion detection approaches
typically perform temporal feature aggregation of deep backbone fea-
tures based on the self-attention operation."
3D Medical Image Segmentation with Sparse Annotation via Cross-Teaching Between 3D and 2D Networks,"Heng Cai, Lei Qi, Qian Yu, Yinghuan Shi, Yang Gao",614-624,10.1007/978-3-031-43898-1_59,2023,3,3,miccai23vol2/paper_46.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol2/paper_46.pdf,"the exper-
iments on the public breast lesion ultrasound video dataset show that
our stnet obtains a state-of-the-art detection performance, while oper-
ating twice as fast inference speed."
3D Medical Image Segmentation with Sparse Annotation via Cross-Teaching Between 3D and 2D Networks,"Heng Cai, Lei Qi, Qian Yu, Yinghuan Shi, Yang Gao",614-624,10.1007/978-3-031-43898-1_59,2023,3,3,miccai23vol2/paper_46.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol2/paper_46.pdf,"keywords: breast lesion detection · ultrasound videos ·
spatial-temporal deformable attention · multi-frame prediction
1
introduction
ultrasound imaging is a very eﬀective technique for breast lesion diagnosis,
which has high sensitivity."
3D Medical Image Segmentation with Sparse Annotation via Cross-Teaching Between 3D and 2D Networks,"Heng Cai, Lei Qi, Qian Yu, Yinghuan Shi, Yang Gao",614-624,10.1007/978-3-031-43898-1_59,2023,3,3,miccai23vol2/paper_46.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol2/paper_46.pdf,"automatically detecting breast lesions is a challeng-
ing problem with a potential to aid in improving the eﬃciency of radiologists in
ultrasound-based breast cancer diagnosis [18,21]."
3D Medical Image Segmentation with Sparse Annotation via Cross-Teaching Between 3D and 2D Networks,"Heng Cai, Lei Qi, Qian Yu, Yinghuan Shi, Yang Gao",614-624,10.1007/978-3-031-43898-1_59,2023,3,3,miccai23vol2/paper_46.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol2/paper_46.pdf,"some of the challenges asso-
ciated with automatic breast lesion detection include blurry boundaries and
changeable sizes of breast lesions."
3D Medical Image Segmentation with Sparse Annotation via Cross-Teaching Between 3D and 2D Networks,"Heng Cai, Lei Qi, Qian Yu, Yinghuan Shi, Yang Gao",614-624,10.1007/978-3-031-43898-1_59,2023,3,3,miccai23vol2/paper_46.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol2/paper_46.pdf,"https://doi.org/10.1007/978-3-031-43895-0_45
480
c. qin et al.
most existing breast lesion detection methods can be categorized into image-
based [10,11,16,17,19] and video-based [1,9] breast lesion detection approaches."
3D Medical Image Segmentation with Sparse Annotation via Cross-Teaching Between 3D and 2D Networks,"Heng Cai, Lei Qi, Qian Yu, Yinghuan Shi, Yang Gao",614-624,10.1007/978-3-031-43898-1_59,2023,3,3,miccai23vol2/paper_46.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol2/paper_46.pdf,"image-based breast lesion detection approaches perform detection in each frame
independently."
3D Medical Image Segmentation with Sparse Annotation via Cross-Teaching Between 3D and 2D Networks,"Heng Cai, Lei Qi, Qian Yu, Yinghuan Shi, Yang Gao",614-624,10.1007/978-3-031-43898-1_59,2023,3,3,miccai23vol2/paper_46.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol2/paper_46.pdf,"compared to image-based breast lesion detection approaches,
methods based on videos are capable of utilizing temporal information for
improved detection performance."
3D Medical Image Segmentation with Sparse Annotation via Cross-Teaching Between 3D and 2D Networks,"Heng Cai, Lei Qi, Qian Yu, Yinghuan Shi, Yang Gao",614-624,10.1007/978-3-031-43898-1_59,2023,3,3,miccai23vol2/paper_46.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol2/paper_46.pdf,"[1] exploited tempo-
ral coherence for semi-supervised video-based breast lesion detection."
3D Medical Image Segmentation with Sparse Annotation via Cross-Teaching Between 3D and 2D Networks,"Heng Cai, Lei Qi, Qian Yu, Yinghuan Shi, Yang Gao",614-624,10.1007/978-3-031-43898-1_59,2023,3,3,miccai23vol2/paper_46.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol2/paper_46.pdf,"second, cva-
net only performs one-frame prediction based on multiple frame inputs, which
is very time-consuming.
to address the aforementioned issues, we propose a spatial-temporal
deformable attention based network, named stnet, for detecting the breast
lesions in ultrasound videos."
3D Medical Image Segmentation with Sparse Annotation via Cross-Teaching Between 3D and 2D Networks,"Heng Cai, Lei Qi, Qian Yu, Yinghuan Shi, Yang Gao",614-624,10.1007/978-3-031-43898-1_59,2023,3,3,miccai23vol2/paper_46.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol2/paper_46.pdf,"we conduct extensive experiments on a public breast lesion ultra-
sound video dataset, named bluvd-186"
3D Medical Image Segmentation with Sparse Annotation via Cross-Teaching Between 3D and 2D Networks,"Heng Cai, Lei Qi, Qian Yu, Yinghuan Shi, Yang Gao",614-624,10.1007/978-3-031-43898-1_59,2023,3,3,miccai23vol2/paper_46.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol2/paper_46.pdf,"for example, our proposed stnet achieves a map of 40.0% with an absolute
gain of 3.9% in terms of detection accuracy, while operating at two times faster,
compared to the recent cva-net [9].
2
method
here, we describe our proposed spatial-temporal deformable attention based
framework, named stnet, for detecting breast lesions in the ultrasound videos.
figure 1(a) presents the overall architecture of our proposed stnet, which is
built on the end-to-end detector deformable detr"
3D Medical Image Segmentation with Sparse Annotation via Cross-Teaching Between 3D and 2D Networks,"Heng Cai, Lei Qi, Qian Yu, Yinghuan Shi, Yang Gao",614-624,10.1007/978-3-031-43898-1_59,2023,3,3,miccai23vol2/paper_46.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol2/paper_46.pdf,"motivated by this, we adopt deformable attention for breast
lesion detection and extend it to spatial-temporal deformable attention (stda)."
3D Medical Image Segmentation with Sparse Annotation via Cross-Teaching Between 3D and 2D Networks,"Heng Cai, Lei Qi, Qian Yu, Yinghuan Shi, Yang Gao",614-624,10.1007/978-3-031-43898-1_59,2023,3,3,miccai23vol2/paper_46.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol2/paper_46.pdf,"although stnet fully exploits temporal information for improved
breast lesion detection, it becomes time-consuming for multi-frame prediction."
